File name,20200601S181BL.kcd
Result analysis file name,20200601S181BL-1.raf
Subject,20200602BSL1S179S180
Gender,Male
Age
Memo,20200602BSL1S179S180S181
Free comment 1,Recordings,20200601BSL1S179S180S181
Free comment 2,ch1 ,S179
Free comment 3,ch2,S180
Free comment 4,ch3,S181
Free comment 5,ch4 ,
Free comment 6,ch5,
Free comment 7,ch6 ,
Free comment 8,ch7,
Free comment 9,ch8,
Free comment 10,operator,sakthi

Time,Epoch No.,Stage,,
2020/06/01 11:42:30,643,S,0,
2020/06/01 11:42:34,644,S,0,
2020/06/01 11:42:38,645,S,0,
2020/06/01 11:42:42,646,S,0,
2020/06/01 11:42:46,647,S,0,
2020/06/01 11:42:50,648,S,0,
2020/06/01 11:42:54,649,S,0,
2020/06/01 11:42:58,650,S,0,
2020/06/01 11:43:02,651,S,0,
2020/06/01 11:43:06,652,S,0,
2020/06/01 11:43:10,653,S,0,
2020/06/01 11:43:14,654,S,0,
2020/06/01 11:43:18,655,S,0,
2020/06/01 11:43:22,656,S,0,
2020/06/01 11:43:26,657,S,0,
2020/06/01 11:43:30,658,S,0,
2020/06/01 11:43:34,659,S,0,
2020/06/01 11:43:38,660,S,0,
2020/06/01 11:43:42,661,S,0,
2020/06/01 11:43:46,662,S,0,
2020/06/01 11:43:50,663,S,0,
2020/06/01 11:43:54,664,S,0,
2020/06/01 11:43:58,665,R,0,
2020/06/01 11:44:02,666,R,0,
2020/06/01 11:44:06,667,R,0,
2020/06/01 11:44:10,668,R,0,
2020/06/01 11:44:14,669,R,0,
2020/06/01 11:44:18,670,R,0,
2020/06/01 11:44:22,671,S,0,
2020/06/01 11:44:26,672,R,0,
2020/06/01 11:44:30,673,R,0,
2020/06/01 11:44:34,674,R,0,
2020/06/01 11:44:38,675,R,0,
2020/06/01 11:44:42,676,R,0,
2020/06/01 11:44:46,677,R,0,
2020/06/01 11:44:50,678,R,0,
2020/06/01 11:44:54,679,S,0,
2020/06/01 11:44:58,680,R,0,
2020/06/01 11:45:02,681,R,0,
2020/06/01 11:45:06,682,R,0,
2020/06/01 11:45:10,683,R,0,
2020/06/01 11:45:14,684,R,0,
2020/06/01 11:45:18,685,R,0,
2020/06/01 11:45:22,686,R,0,
2020/06/01 11:45:26,687,R,0,
2020/06/01 11:45:30,688,R,0,
2020/06/01 11:45:34,689,R,0,
2020/06/01 11:45:38,690,R,0,
2020/06/01 11:45:42,691,R,0,
2020/06/01 11:45:46,692,R,0,
2020/06/01 11:45:50,693,R,0,
2020/06/01 11:45:54,694,R,0,
2020/06/01 11:45:58,695,R,0,
2020/06/01 11:46:02,696,R,0,
2020/06/01 11:46:06,697,R,0,
2020/06/01 11:46:10,698,R,0,
2020/06/01 11:46:14,699,l,0,
2020/06/01 11:46:18,700,l,0,
2020/06/01 11:46:22,701,l,0,
2020/06/01 11:46:26,702,l,0,
2020/06/01 11:46:30,703,l,0,
2020/06/01 11:46:34,704,S,0,
2020/06/01 11:46:38,705,S,0,
2020/06/01 11:46:42,706,S,0,
2020/06/01 11:46:46,707,S,0,
2020/06/01 11:46:50,708,S,0,
2020/06/01 11:46:54,709,S,0,
2020/06/01 11:46:58,710,S,0,
2020/06/01 11:47:02,711,S,0,
2020/06/01 11:47:06,712,S,0,
2020/06/01 11:47:10,713,l,0,
2020/06/01 11:47:14,714,S,0,
2020/06/01 11:47:18,715,S,0,
2020/06/01 11:47:22,716,S,0,
2020/06/01 11:47:26,717,S,0,
2020/06/01 11:47:30,718,S,0,
2020/06/01 11:47:34,719,S,0,
2020/06/01 11:47:38,720,S,0,
2020/06/01 11:47:42,721,S,0,
2020/06/01 11:47:46,722,S,0,
2020/06/01 11:47:50,723,S,0,
2020/06/01 11:47:54,724,S,0,
2020/06/01 11:47:58,725,S,0,
2020/06/01 11:48:02,726,S,0,
2020/06/01 11:48:06,727,S,0,
2020/06/01 11:48:10,728,S,0,
2020/06/01 11:48:14,729,S,0,
2020/06/01 11:48:18,730,S,0,
2020/06/01 11:48:22,731,S,0,
2020/06/01 11:48:26,732,S,0,
2020/06/01 11:48:30,733,S,0,
2020/06/01 11:48:34,734,S,0,
2020/06/01 11:48:38,735,S,0,
2020/06/01 11:48:42,736,l,0,
2020/06/01 11:48:46,737,S,0,
2020/06/01 11:48:50,738,S,0,
2020/06/01 11:48:54,739,S,0,
2020/06/01 11:48:58,740,S,0,
2020/06/01 11:49:02,741,S,0,
2020/06/01 11:49:06,742,S,0,
2020/06/01 11:49:10,743,S,0,
2020/06/01 11:49:14,744,S,0,
2020/06/01 11:49:18,745,S,0,
2020/06/01 11:49:22,746,S,0,
2020/06/01 11:49:26,747,S,0,
2020/06/01 11:49:30,748,S,0,
2020/06/01 11:49:34,749,S,0,
2020/06/01 11:49:38,750,S,0,
2020/06/01 11:49:42,751,S,0,
2020/06/01 11:49:46,752,S,0,
2020/06/01 11:49:50,753,S,0,
2020/06/01 11:49:54,754,S,0,
2020/06/01 11:49:58,755,S,0,
2020/06/01 11:50:02,756,S,0,
2020/06/01 11:50:06,757,S,0,
2020/06/01 11:50:10,758,S,0,
2020/06/01 11:50:14,759,S,0,
2020/06/01 11:50:18,760,S,0,
2020/06/01 11:50:22,761,S,0,
2020/06/01 11:50:26,762,S,0,
2020/06/01 11:50:30,763,S,0,
2020/06/01 11:50:34,764,S,0,
2020/06/01 11:50:38,765,S,0,
2020/06/01 11:50:42,766,S,0,
2020/06/01 11:50:46,767,S,0,
2020/06/01 11:50:50,768,S,0,
2020/06/01 11:50:54,769,S,0,
2020/06/01 11:50:58,770,S,0,
2020/06/01 11:51:02,771,S,0,
2020/06/01 11:51:06,772,S,0,
2020/06/01 11:51:10,773,S,0,
2020/06/01 11:51:14,774,S,0,
2020/06/01 11:51:18,775,S,0,
2020/06/01 11:51:22,776,S,0,
2020/06/01 11:51:26,777,S,0,
2020/06/01 11:51:30,778,S,0,
2020/06/01 11:51:34,779,S,0,
2020/06/01 11:51:38,780,S,0,
2020/06/01 11:51:42,781,S,0,
2020/06/01 11:51:46,782,S,0,
2020/06/01 11:51:50,783,S,0,
2020/06/01 11:51:54,784,S,0,
2020/06/01 11:51:58,785,S,0,
2020/06/01 11:52:02,786,S,0,
2020/06/01 11:52:06,787,S,0,
2020/06/01 11:52:10,788,S,0,
2020/06/01 11:52:14,789,S,0,
2020/06/01 11:52:18,790,S,0,
2020/06/01 11:52:22,791,S,0,
2020/06/01 11:52:26,792,S,0,
2020/06/01 11:52:30,793,S,0,
2020/06/01 11:52:34,794,S,0,
2020/06/01 11:52:38,795,S,0,
2020/06/01 11:52:42,796,S,0,
2020/06/01 11:52:46,797,S,0,
2020/06/01 11:52:50,798,l,0,
2020/06/01 11:52:54,799,l,0,
2020/06/01 11:52:58,800,l,0,
2020/06/01 11:53:02,801,l,0,
2020/06/01 11:53:06,802,l,0,
2020/06/01 11:53:10,803,l,0,
2020/06/01 11:53:14,804,S,0,
2020/06/01 11:53:18,805,S,0,
2020/06/01 11:53:22,806,S,0,
2020/06/01 11:53:26,807,S,0,
2020/06/01 11:53:30,808,l,0,
2020/06/01 11:53:34,809,S,0,
2020/06/01 11:53:38,810,S,0,
2020/06/01 11:53:42,811,S,0,
2020/06/01 11:53:46,812,S,0,
2020/06/01 11:53:50,813,S,0,
2020/06/01 11:53:54,814,S,0,
2020/06/01 11:53:58,815,S,0,
2020/06/01 11:54:02,816,S,0,
2020/06/01 11:54:06,817,S,0,
2020/06/01 11:54:10,818,S,0,
2020/06/01 11:54:14,819,S,0,
2020/06/01 11:54:18,820,l,0,
2020/06/01 11:54:22,821,l,0,
2020/06/01 11:54:26,822,l,0,
2020/06/01 11:54:30,823,l,0,
2020/06/01 11:54:34,824,l,0,
2020/06/01 11:54:38,825,l,0,
2020/06/01 11:54:42,826,l,0,
2020/06/01 11:54:46,827,l,0,
2020/06/01 11:54:50,828,l,0,
2020/06/01 11:54:54,829,l,0,
2020/06/01 11:54:58,830,l,0,
2020/06/01 11:55:02,831,l,0,
2020/06/01 11:55:06,832,l,0,
2020/06/01 11:55:10,833,l,0,
2020/06/01 11:55:14,834,l,0,
2020/06/01 11:55:18,835,l,0,
2020/06/01 11:55:22,836,l,0,
2020/06/01 11:55:26,837,l,0,
2020/06/01 11:55:30,838,l,0,
2020/06/01 11:55:34,839,l,0,
2020/06/01 11:55:38,840,l,0,
2020/06/01 11:55:42,841,l,0,
2020/06/01 11:55:46,842,l,0,
2020/06/01 11:55:50,843,l,0,
2020/06/01 11:55:54,844,l,0,
2020/06/01 11:55:58,845,l,0,
2020/06/01 11:56:02,846,l,0,
2020/06/01 11:56:06,847,l,0,
2020/06/01 11:56:10,848,l,0,
2020/06/01 11:56:14,849,l,0,
2020/06/01 11:56:18,850,l,0,
2020/06/01 11:56:22,851,l,0,
2020/06/01 11:56:26,852,l,0,
2020/06/01 11:56:30,853,l,0,
2020/06/01 11:56:34,854,l,0,
2020/06/01 11:56:38,855,l,0,
2020/06/01 11:56:42,856,l,0,
2020/06/01 11:56:46,857,l,0,
2020/06/01 11:56:50,858,l,0,
2020/06/01 11:56:54,859,l,0,
2020/06/01 11:56:58,860,l,0,
2020/06/01 11:57:02,861,l,0,
2020/06/01 11:57:06,862,l,0,
2020/06/01 11:57:10,863,l,0,
2020/06/01 11:57:14,864,l,0,
2020/06/01 11:57:18,865,l,0,
2020/06/01 11:57:22,866,l,0,
2020/06/01 11:57:26,867,l,0,
2020/06/01 11:57:30,868,l,0,
2020/06/01 11:57:34,869,l,0,
2020/06/01 11:57:38,870,h,0,
2020/06/01 11:57:42,871,h,0,
2020/06/01 11:57:46,872,h,0,
2020/06/01 11:57:50,873,h,0,
2020/06/01 11:57:54,874,l,0,
2020/06/01 11:57:58,875,l,0,
2020/06/01 11:58:02,876,l,0,
2020/06/01 11:58:06,877,l,0,
2020/06/01 11:58:10,878,l,0,
2020/06/01 11:58:14,879,h,0,
2020/06/01 11:58:18,880,h,0,
2020/06/01 11:58:22,881,h,0,
2020/06/01 11:58:26,882,h,0,
2020/06/01 11:58:30,883,h,0,
2020/06/01 11:58:34,884,l,0,
2020/06/01 11:58:38,885,l,0,
2020/06/01 11:58:42,886,l,0,
2020/06/01 11:58:46,887,l,0,
2020/06/01 11:58:50,888,h,0,
2020/06/01 11:58:54,889,l,0,
2020/06/01 11:58:58,890,l,0,
2020/06/01 11:59:02,891,l,0,
2020/06/01 11:59:06,892,l,0,
2020/06/01 11:59:10,893,l,0,
2020/06/01 11:59:14,894,l,0,
2020/06/01 11:59:18,895,l,0,
2020/06/01 11:59:22,896,l,0,
2020/06/01 11:59:26,897,l,0,
2020/06/01 11:59:30,898,l,0,
2020/06/01 11:59:34,899,l,0,
2020/06/01 11:59:38,900,l,0,
2020/06/01 11:59:42,901,l,0,
2020/06/01 11:59:46,902,l,0,
2020/06/01 11:59:50,903,l,0,
2020/06/01 11:59:54,904,l,0,
2020/06/01 11:59:58,905,l,0,
2020/06/01 12:00:02,906,l,0,
2020/06/01 12:00:06,907,l,0,
2020/06/01 12:00:10,908,l,0,
2020/06/01 12:00:14,909,l,0,
2020/06/01 12:00:18,910,l,0,
2020/06/01 12:00:22,911,l,0,
2020/06/01 12:00:26,912,l,0,
2020/06/01 12:00:30,913,l,0,
2020/06/01 12:00:34,914,l,0,
2020/06/01 12:00:38,915,l,0,
2020/06/01 12:00:42,916,l,0,
2020/06/01 12:00:46,917,l,0,
2020/06/01 12:00:50,918,l,0,
2020/06/01 12:00:54,919,l,0,
2020/06/01 12:00:58,920,l,0,
2020/06/01 12:01:02,921,l,0,
2020/06/01 12:01:06,922,l,0,
2020/06/01 12:01:10,923,l,0,
2020/06/01 12:01:14,924,l,0,
2020/06/01 12:01:18,925,l,0,
2020/06/01 12:01:22,926,l,0,
2020/06/01 12:01:26,927,l,0,
2020/06/01 12:01:30,928,l,0,
2020/06/01 12:01:34,929,l,0,
2020/06/01 12:01:38,930,l,0,
2020/06/01 12:01:42,931,l,0,
2020/06/01 12:01:46,932,l,0,
2020/06/01 12:01:50,933,l,0,
2020/06/01 12:01:54,934,l,0,
2020/06/01 12:01:58,935,l,0,
2020/06/01 12:02:02,936,l,0,
2020/06/01 12:02:06,937,l,0,
2020/06/01 12:02:10,938,l,0,
2020/06/01 12:02:14,939,l,0,
2020/06/01 12:02:18,940,l,0,
2020/06/01 12:02:22,941,l,0,
2020/06/01 12:02:26,942,l,0,
2020/06/01 12:02:30,943,l,0,
2020/06/01 12:02:34,944,l,0,
2020/06/01 12:02:38,945,l,0,
2020/06/01 12:02:42,946,l,0,
2020/06/01 12:02:46,947,l,0,
2020/06/01 12:02:50,948,l,0,
2020/06/01 12:02:54,949,l,0,
2020/06/01 12:02:58,950,l,0,
2020/06/01 12:03:02,951,l,0,
2020/06/01 12:03:06,952,l,0,
2020/06/01 12:03:10,953,l,0,
2020/06/01 12:03:14,954,l,0,
2020/06/01 12:03:18,955,l,0,
2020/06/01 12:03:22,956,l,0,
2020/06/01 12:03:26,957,l,0,
2020/06/01 12:03:30,958,l,0,
2020/06/01 12:03:34,959,l,0,
2020/06/01 12:03:38,960,l,0,
2020/06/01 12:03:42,961,l,0,
2020/06/01 12:03:46,962,l,0,
2020/06/01 12:03:50,963,l,0,
2020/06/01 12:03:54,964,l,0,
2020/06/01 12:03:58,965,l,0,
2020/06/01 12:04:02,966,l,0,
2020/06/01 12:04:06,967,l,0,
2020/06/01 12:04:10,968,l,0,
2020/06/01 12:04:14,969,l,0,
2020/06/01 12:04:18,970,l,0,
2020/06/01 12:04:22,971,l,0,
2020/06/01 12:04:26,972,l,0,
2020/06/01 12:04:30,973,l,0,
2020/06/01 12:04:34,974,l,0,
2020/06/01 12:04:38,975,l,0,
2020/06/01 12:04:42,976,l,0,
2020/06/01 12:04:46,977,l,0,
2020/06/01 12:04:50,978,l,0,
2020/06/01 12:04:54,979,l,0,
2020/06/01 12:04:58,980,l,0,
2020/06/01 12:05:02,981,l,0,
2020/06/01 12:05:06,982,l,0,
2020/06/01 12:05:10,983,l,0,
2020/06/01 12:05:14,984,l,0,
2020/06/01 12:05:18,985,l,0,
2020/06/01 12:05:22,986,l,0,
2020/06/01 12:05:26,987,l,0,
2020/06/01 12:05:30,988,l,0,
2020/06/01 12:05:34,989,l,0,
2020/06/01 12:05:38,990,l,0,
2020/06/01 12:05:42,991,l,0,
2020/06/01 12:05:46,992,l,0,
2020/06/01 12:05:50,993,l,0,
2020/06/01 12:05:54,994,l,0,
2020/06/01 12:05:58,995,l,0,
2020/06/01 12:06:02,996,l,0,
2020/06/01 12:06:06,997,l,0,
2020/06/01 12:06:10,998,l,0,
2020/06/01 12:06:14,999,l,0,
2020/06/01 12:06:18,1000,l,0,
2020/06/01 12:06:22,1001,l,0,
2020/06/01 12:06:26,1002,l,0,
2020/06/01 12:06:30,1003,l,0,
2020/06/01 12:06:34,1004,l,0,
2020/06/01 12:06:38,1005,l,0,
2020/06/01 12:06:42,1006,l,0,
2020/06/01 12:06:46,1007,l,0,
2020/06/01 12:06:50,1008,l,0,
2020/06/01 12:06:54,1009,l,0,
2020/06/01 12:06:58,1010,l,0,
2020/06/01 12:07:02,1011,l,0,
2020/06/01 12:07:06,1012,h,0,
2020/06/01 12:07:10,1013,l,0,
2020/06/01 12:07:14,1014,l,0,
2020/06/01 12:07:18,1015,l,0,
2020/06/01 12:07:22,1016,l,0,
2020/06/01 12:07:26,1017,l,0,
2020/06/01 12:07:30,1018,l,0,
2020/06/01 12:07:34,1019,l,0,
2020/06/01 12:07:38,1020,l,0,
2020/06/01 12:07:42,1021,l,0,
2020/06/01 12:07:46,1022,l,0,
2020/06/01 12:07:50,1023,l,0,
2020/06/01 12:07:54,1024,l,0,
2020/06/01 12:07:58,1025,l,0,
2020/06/01 12:08:02,1026,l,0,
2020/06/01 12:08:06,1027,S,0,
2020/06/01 12:08:10,1028,S,0,
2020/06/01 12:08:14,1029,S,0,
2020/06/01 12:08:18,1030,S,0,
2020/06/01 12:08:22,1031,S,0,
2020/06/01 12:08:26,1032,S,0,
2020/06/01 12:08:30,1033,S,0,
2020/06/01 12:08:34,1034,S,0,
2020/06/01 12:08:38,1035,S,0,
2020/06/01 12:08:42,1036,l,0,
2020/06/01 12:08:46,1037,l,0,
2020/06/01 12:08:50,1038,l,0,
2020/06/01 12:08:54,1039,l,0,
2020/06/01 12:08:58,1040,S,0,
2020/06/01 12:09:02,1041,S,0,
2020/06/01 12:09:06,1042,S,0,
2020/06/01 12:09:10,1043,S,0,
2020/06/01 12:09:14,1044,S,0,
2020/06/01 12:09:18,1045,S,0,
2020/06/01 12:09:22,1046,S,0,
2020/06/01 12:09:26,1047,S,0,
2020/06/01 12:09:30,1048,S,0,
2020/06/01 12:09:34,1049,S,0,
2020/06/01 12:09:38,1050,S,0,
2020/06/01 12:09:42,1051,S,0,
2020/06/01 12:09:46,1052,S,0,
2020/06/01 12:09:50,1053,S,0,
2020/06/01 12:09:54,1054,S,0,
2020/06/01 12:09:58,1055,S,0,
2020/06/01 12:10:02,1056,S,0,
2020/06/01 12:10:06,1057,S,0,
2020/06/01 12:10:10,1058,S,0,
2020/06/01 12:10:14,1059,S,0,
2020/06/01 12:10:18,1060,S,0,
2020/06/01 12:10:22,1061,l,0,
2020/06/01 12:10:26,1062,S,0,
2020/06/01 12:10:30,1063,S,0,
2020/06/01 12:10:34,1064,S,0,
2020/06/01 12:10:38,1065,l,0,
2020/06/01 12:10:42,1066,S,0,
2020/06/01 12:10:46,1067,S,0,
2020/06/01 12:10:50,1068,S,0,
2020/06/01 12:10:54,1069,S,0,
2020/06/01 12:10:58,1070,S,0,
2020/06/01 12:11:02,1071,S,0,
2020/06/01 12:11:06,1072,S,0,
2020/06/01 12:11:10,1073,S,0,
2020/06/01 12:11:14,1074,S,0,
2020/06/01 12:11:18,1075,S,0,
2020/06/01 12:11:22,1076,S,0,
2020/06/01 12:11:26,1077,S,0,
2020/06/01 12:11:30,1078,S,0,
2020/06/01 12:11:34,1079,S,0,
2020/06/01 12:11:38,1080,S,0,
2020/06/01 12:11:42,1081,S,0,
2020/06/01 12:11:46,1082,S,0,
2020/06/01 12:11:50,1083,S,0,
2020/06/01 12:11:54,1084,S,0,
2020/06/01 12:11:58,1085,S,0,
2020/06/01 12:12:02,1086,S,0,
2020/06/01 12:12:06,1087,S,0,
2020/06/01 12:12:10,1088,S,0,
2020/06/01 12:12:14,1089,S,0,
2020/06/01 12:12:18,1090,S,0,
2020/06/01 12:12:22,1091,S,0,
2020/06/01 12:12:26,1092,S,0,
2020/06/01 12:12:30,1093,S,0,
2020/06/01 12:12:34,1094,S,0,
2020/06/01 12:12:38,1095,S,0,
2020/06/01 12:12:42,1096,S,0,
2020/06/01 12:12:46,1097,S,0,
2020/06/01 12:12:50,1098,S,0,
2020/06/01 12:12:54,1099,S,0,
2020/06/01 12:12:58,1100,S,0,
2020/06/01 12:13:02,1101,S,0,
2020/06/01 12:13:06,1102,S,0,
2020/06/01 12:13:10,1103,l,0,
2020/06/01 12:13:14,1104,l,0,
2020/06/01 12:13:18,1105,l,0,
2020/06/01 12:13:22,1106,l,0,
2020/06/01 12:13:26,1107,l,0,
2020/06/01 12:13:30,1108,l,0,
2020/06/01 12:13:34,1109,l,0,
2020/06/01 12:13:38,1110,l,0,
2020/06/01 12:13:42,1111,S,0,
2020/06/01 12:13:46,1112,S,0,
2020/06/01 12:13:50,1113,S,0,
2020/06/01 12:13:54,1114,S,0,
2020/06/01 12:13:58,1115,S,0,
2020/06/01 12:14:02,1116,S,0,
2020/06/01 12:14:06,1117,S,0,
2020/06/01 12:14:10,1118,S,0,
2020/06/01 12:14:14,1119,S,0,
2020/06/01 12:14:18,1120,S,0,
2020/06/01 12:14:22,1121,S,0,
2020/06/01 12:14:26,1122,S,0,
2020/06/01 12:14:30,1123,S,0,
2020/06/01 12:14:34,1124,S,0,
2020/06/01 12:14:38,1125,S,0,
2020/06/01 12:14:42,1126,S,0,
2020/06/01 12:14:46,1127,S,0,
2020/06/01 12:14:50,1128,S,0,
2020/06/01 12:14:54,1129,S,0,
2020/06/01 12:14:58,1130,S,0,
2020/06/01 12:15:02,1131,S,0,
2020/06/01 12:15:06,1132,S,0,
2020/06/01 12:15:10,1133,S,0,
2020/06/01 12:15:14,1134,S,0,
2020/06/01 12:15:18,1135,S,0,
2020/06/01 12:15:22,1136,S,0,
2020/06/01 12:15:26,1137,S,0,
2020/06/01 12:15:30,1138,l,0,
2020/06/01 12:15:34,1139,l,0,
2020/06/01 12:15:38,1140,S,0,
2020/06/01 12:15:42,1141,S,0,
2020/06/01 12:15:46,1142,S,0,
2020/06/01 12:15:50,1143,S,0,
2020/06/01 12:15:54,1144,S,0,
2020/06/01 12:15:58,1145,S,0,
2020/06/01 12:16:02,1146,S,0,
2020/06/01 12:16:06,1147,S,0,
2020/06/01 12:16:10,1148,S,0,
2020/06/01 12:16:14,1149,S,0,
2020/06/01 12:16:18,1150,S,0,
2020/06/01 12:16:22,1151,S,0,
2020/06/01 12:16:26,1152,S,0,
2020/06/01 12:16:30,1153,S,0,
2020/06/01 12:16:34,1154,S,0,
2020/06/01 12:16:38,1155,S,0,
2020/06/01 12:16:42,1156,S,0,
2020/06/01 12:16:46,1157,S,0,
2020/06/01 12:16:50,1158,S,0,
2020/06/01 12:16:54,1159,S,0,
2020/06/01 12:16:58,1160,S,0,
2020/06/01 12:17:02,1161,S,0,
2020/06/01 12:17:06,1162,S,0,
2020/06/01 12:17:10,1163,S,0,
2020/06/01 12:17:14,1164,S,0,
2020/06/01 12:17:18,1165,S,0,
2020/06/01 12:17:22,1166,S,0,
2020/06/01 12:17:26,1167,S,0,
2020/06/01 12:17:30,1168,S,0,
2020/06/01 12:17:34,1169,S,0,
2020/06/01 12:17:38,1170,S,0,
2020/06/01 12:17:42,1171,S,0,
2020/06/01 12:17:46,1172,S,0,
2020/06/01 12:17:50,1173,S,0,
2020/06/01 12:17:54,1174,S,0,
2020/06/01 12:17:58,1175,S,0,
2020/06/01 12:18:02,1176,R,0,
2020/06/01 12:18:06,1177,R,0,
2020/06/01 12:18:10,1178,R,0,
2020/06/01 12:18:14,1179,R,0,
2020/06/01 12:18:18,1180,R,0,
2020/06/01 12:18:22,1181,S,0,
2020/06/01 12:18:26,1182,R,0,
2020/06/01 12:18:30,1183,R,0,
2020/06/01 12:18:34,1184,R,0,
2020/06/01 12:18:38,1185,l,0,
2020/06/01 12:18:42,1186,l,0,
2020/06/01 12:18:46,1187,l,0,
2020/06/01 12:18:50,1188,S,0,
2020/06/01 12:18:54,1189,S,0,
2020/06/01 12:18:58,1190,S,0,
2020/06/01 12:19:02,1191,S,0,
2020/06/01 12:19:06,1192,S,0,
2020/06/01 12:19:10,1193,S,0,
2020/06/01 12:19:14,1194,S,0,
2020/06/01 12:19:18,1195,S,0,
2020/06/01 12:19:22,1196,S,0,
2020/06/01 12:19:26,1197,S,0,
2020/06/01 12:19:30,1198,S,0,
2020/06/01 12:19:34,1199,S,0,
2020/06/01 12:19:38,1200,S,0,
2020/06/01 12:19:42,1201,S,0,
2020/06/01 12:19:46,1202,S,0,
2020/06/01 12:19:50,1203,S,0,
2020/06/01 12:19:54,1204,S,0,
2020/06/01 12:19:58,1205,S,0,
2020/06/01 12:20:02,1206,S,0,
2020/06/01 12:20:06,1207,S,0,
2020/06/01 12:20:10,1208,S,0,
2020/06/01 12:20:14,1209,S,0,
2020/06/01 12:20:18,1210,S,0,
2020/06/01 12:20:22,1211,S,0,
2020/06/01 12:20:26,1212,S,0,
2020/06/01 12:20:30,1213,S,0,
2020/06/01 12:20:34,1214,S,0,
2020/06/01 12:20:38,1215,S,0,
2020/06/01 12:20:42,1216,l,0,
2020/06/01 12:20:46,1217,l,0,
2020/06/01 12:20:50,1218,S,0,
2020/06/01 12:20:54,1219,S,0,
2020/06/01 12:20:58,1220,S,0,
2020/06/01 12:21:02,1221,S,0,
2020/06/01 12:21:06,1222,S,0,
2020/06/01 12:21:10,1223,S,0,
2020/06/01 12:21:14,1224,S,0,
2020/06/01 12:21:18,1225,S,0,
2020/06/01 12:21:22,1226,S,0,
2020/06/01 12:21:26,1227,S,0,
2020/06/01 12:21:30,1228,S,0,
2020/06/01 12:21:34,1229,S,0,
2020/06/01 12:21:38,1230,S,0,
2020/06/01 12:21:42,1231,S,0,
2020/06/01 12:21:46,1232,S,0,
2020/06/01 12:21:50,1233,S,0,
2020/06/01 12:21:54,1234,S,0,
2020/06/01 12:21:58,1235,S,0,
2020/06/01 12:22:02,1236,S,0,
2020/06/01 12:22:06,1237,S,0,
2020/06/01 12:22:10,1238,S,0,
2020/06/01 12:22:14,1239,S,0,
2020/06/01 12:22:18,1240,S,0,
2020/06/01 12:22:22,1241,S,0,
2020/06/01 12:22:26,1242,S,0,
2020/06/01 12:22:30,1243,S,0,
2020/06/01 12:22:34,1244,S,0,
2020/06/01 12:22:38,1245,S,0,
2020/06/01 12:22:42,1246,S,0,
2020/06/01 12:22:46,1247,S,0,
2020/06/01 12:22:50,1248,S,0,
2020/06/01 12:22:54,1249,S,0,
2020/06/01 12:22:58,1250,S,0,
2020/06/01 12:23:02,1251,S,0,
2020/06/01 12:23:06,1252,S,0,
2020/06/01 12:23:10,1253,S,0,
2020/06/01 12:23:14,1254,S,0,
2020/06/01 12:23:18,1255,S,0,
2020/06/01 12:23:22,1256,S,0,
2020/06/01 12:23:26,1257,S,0,
2020/06/01 12:23:30,1258,S,0,
2020/06/01 12:23:34,1259,S,0,
2020/06/01 12:23:38,1260,S,0,
2020/06/01 12:23:42,1261,S,0,
2020/06/01 12:23:46,1262,S,0,
2020/06/01 12:23:50,1263,S,0,
2020/06/01 12:23:54,1264,S,0,
2020/06/01 12:23:58,1265,S,0,
2020/06/01 12:24:02,1266,S,0,
2020/06/01 12:24:06,1267,S,0,
2020/06/01 12:24:10,1268,S,0,
2020/06/01 12:24:14,1269,S,0,
2020/06/01 12:24:18,1270,S,0,
2020/06/01 12:24:22,1271,S,0,
2020/06/01 12:24:26,1272,S,0,
2020/06/01 12:24:30,1273,S,0,
2020/06/01 12:24:34,1274,S,0,
2020/06/01 12:24:38,1275,S,0,
2020/06/01 12:24:42,1276,S,0,
2020/06/01 12:24:46,1277,S,0,
2020/06/01 12:24:50,1278,S,0,
2020/06/01 12:24:54,1279,S,0,
2020/06/01 12:24:58,1280,S,0,
2020/06/01 12:25:02,1281,S,0,
2020/06/01 12:25:06,1282,S,0,
2020/06/01 12:25:10,1283,S,0,
2020/06/01 12:25:14,1284,S,0,
2020/06/01 12:25:18,1285,S,0,
2020/06/01 12:25:22,1286,S,0,
2020/06/01 12:25:26,1287,S,0,
2020/06/01 12:25:30,1288,S,0,
2020/06/01 12:25:34,1289,S,0,
2020/06/01 12:25:38,1290,S,0,
2020/06/01 12:25:42,1291,S,0,
2020/06/01 12:25:46,1292,S,0,
2020/06/01 12:25:50,1293,S,0,
2020/06/01 12:25:54,1294,S,0,
2020/06/01 12:25:58,1295,S,0,
2020/06/01 12:26:02,1296,S,0,
2020/06/01 12:26:06,1297,S,0,
2020/06/01 12:26:10,1298,S,0,
2020/06/01 12:26:14,1299,S,0,
2020/06/01 12:26:18,1300,S,0,
2020/06/01 12:26:22,1301,S,0,
2020/06/01 12:26:26,1302,S,0,
2020/06/01 12:26:30,1303,S,0,
2020/06/01 12:26:34,1304,l,0,
2020/06/01 12:26:38,1305,l,0,
2020/06/01 12:26:42,1306,S,0,
2020/06/01 12:26:46,1307,S,0,
2020/06/01 12:26:50,1308,S,0,
2020/06/01 12:26:54,1309,S,0,
2020/06/01 12:26:58,1310,S,0,
2020/06/01 12:27:02,1311,S,0,
2020/06/01 12:27:06,1312,S,0,
2020/06/01 12:27:10,1313,S,0,
2020/06/01 12:27:14,1314,S,0,
